word,count
海,1190
台灣,760
八卦,759
人,758
上海,516
海軍,391
海邊,354
中國,352
海賊王,301
海鮮,285
現在,237
台灣海峽,215
海洋,204
海外,201
鴻海,199
海關,192
北海道,181
日本,171
東海,165
海線,156
海豚,156
美國,152
台海,145
南海,144
海陸,143
海嘯,132
海水,132
四海,127
海倫,121
海綿,117
海龜,114
卦,108
瀏海,100
海報,97
寶寶,94
大海,93
海馬,92
肥宅,91
公海,91
大學,90
台灣人,89
時候,83
垃圾,83
國家,81
錢,80
星海,80
戰爭,79
台北,77
台中,74
海賊,74
海盜,70
腦海,70
魚,70
海灘,67
中國人,66
海豹,64
山,62
沿海,62
海倫清桃,59
高雄,58
海珊,57
陸戰隊,57
朋友,57
新海誠,57
海景,55
台,54
拓海,51
海膽,51
航海王,51
船,50
陸軍,50
以前,50
海角七號,50
海苔,49
海南島,49
家,48
海南,48
新聞,48
世界,47
海巡,46
海濤,45
女生,45
上海人,45
香港,44
國,43
海產店,43
海峽,43
深海,42
海岸線,42
龍,41
颱風,41
阿,40
感覺,40
東西,40
淡海,40
海棠,39
海森堡,39
女,38
海螺,38
海港,38
海產,38
韓國,38
當年,38
海島,38
中共,37
危機,37
事,37
褲子,37
海岸,37
電影,36
中南海,35
水,35
支那,35
金融,34
海帶,34
今天,34
北海岸,34
北京,34
吸管,34
海域,33
法師,33
胖子,33
時代,33
聲音,33
海平面,32
地中海,32
問題,32
小姐,31
海運,31
一下,31
最近,31
機場,31
飛彈,31
遊戲,31
生物,30
臺灣,30
機會,30
魯夫,30
空氣,29
最後,29
狗,29
飛輪海,29
鄉民,28
城市,28
海山,28
海龍,28
公司,28
海尼根,28
館長,28
地方,28
多久,28
心,28
頭髮,27
四海遊龍,27
部隊,27
國軍,27
清桃,27
正妹,27
海大,26
海綿體,26
迪士尼,26
搞頭,26
人類,26
輕軌,26
大陸,25
月,25
電纜,25
國際,25
遊,25
英國,25
海盜船,25
豬,24
海戰,24
風,24
當時,24
海放,24
街,24
政府,24
海賊團,24
老闆,24
事件,24
東京,23
獵人,23
夏天,23
陸,23
日,23
消波塊,23
海風,23
海專,23
艦隊,23
外海,23
車,22
集團,22
肉,22
附近,22
老婆,22
菜,22
鼻孔,22
博多,22
上海灘,21
藤原拓海,21
廣告,21
明天,21
美軍,21
人海,21
法國,21
後來,21
經濟,21
島,21
帝國,20
海洛因,20
當初,20
中華民國,20
浦東,20
員工,20
辦法,20
火影,20
美,20
珊瑚海,20
經典,20
嘴,20
海獅,19
海浪,19
分局,19
海纜,19
時間,19
空軍,19
海角,19
能力,19
之前,19
總統,19
同學,18
市場,18
霸主,18
人生,18
越南,18
北海,18
海豚灣,18
中線,18
地,18
手,18
高中,17
遼寧號,17
關係,17
意思,17
影片,17
海口人,17
海鳥,17
顏色,17
學校,17
安海瑟薇,17
海灘褲,17
領海,16
照片,16
郭台銘,16
路,16
捷運,16
樣子,16
晚上,16
文化,16
海鹽,16
遊龍,16
沖繩,16
海溝,16
天,16
漢來,16
故事,16
海馬瀨人,16
公園,16
日本人,16
澎湖,16
手機,16
兩岸,16
基隆,16
畫面,16
話,16
彌海砂,15
飛機,15
紅海,15
海神,15
石油,15
上海妹,15
以後,15
小時,15
頭,15
地震,15
軍艦,15
海倫仙度絲,15
味道,15
愛,15
老公,15
主角,15
周海媚,15
樹海,15
隧道,15
台女,15
鼻子,15
海空軍,15
五毛,15
武器,15
比利,14
海靈頓,14
台幣,14
爸,14
大甲,14
神,14
海格,14
世紀,14
華人,14
白,14
小時候,14
戀人,14
動畫,14
戰,14
七海,14
台積電,14
技術,14
航母,13
鯨魚,13
男生,13
餐廳,13
男,13
媽,13
妹妹,13
雞飯,13
螃蟹,13
福建,13
鍋貼,13
老師,13
老人,13
們,13
妹子,13
未來,13
機車,13
今年,13
海巡署,13
鯊魚,13
股票,13
海鷗,13
機率,13
王國,13
柯賜海,13
蘋果,13
馬,13
花蓮,13
海底,13
結果,13
結局,12
冰,12
店,12
糞,12
海瓜子,12
口味,12
覺青,12
東南亞,12
浴場,12
海路,12
學店,12
海參,12
星海2,12
現實,12
水準,12
新加坡,12
歐洲,12
少女,12
高鐵,12
皇帝,12
台大,12
苦海,12
名字,12
雷三,12
動物,12
油,12
近海,12
桃園,12
鳳梨,12
亞洲,12
生技,12
德國,12
湯,12
護照,12
我國,12
臉,12
屁,12
海星,12
海拔,12
水行俠,12
昨天,11
俄羅斯,11
藝人,11
內陸,11
女友,11
資源,11
時期,11
房子,11
墾丁,11
列車,11
藥,11
名,11
北韓,11
解放軍,11
海女,11
盒,11
七武海,11
歌,11
海王類,11
山線,11
娛樂,11
台南,11
者,11
字,11
人員,11
作品,11
台獨,11
阿茲海默症,11
太平洋,11
男人,11
價值,11
國民黨,10
程度,10
智商,10
泡麵,10
劇情,10
牌,10
房間,10
豬肉,10
外國人,10
啤酒,10
鮑魚,10
電腦,10
網路,10
漁港,10
差別,10
海生館,10
夢,10
海海,10
替代役,10
王,10
黑道,10
漁船,10
豆導,10
妹,10
國內,10
台東,10
何時,10
市區,10
紅髮,10
等級,10
內地,10
酒,10
國外,10
法海,10
天氣,10
逢甲,10
海棉,10
訓練,10
漫畫,10
寶可夢,10
線,10
海草,10
角色,10
霞海,10
淡水,10
地帶,10
綠茶,10
小孩,10
菲律賓,10
山海經,10
媽祖,10
海霸王,10
川普,10
房,10
海洛英,9
海堂,9
腦,9
系列,9
山海,9
圖,9
目前,9
藍色,9
兵,9
媽媽,9
學生,9
安海,9
地球,9
科技,9
工程師,9
女孩,9
比基尼,9
樂園,9
海倫凱勒,9
義務役,9
憲兵,9
海龜湯,9
碧海,9
俄國,9
沙,9
社會,9
草帽,9
佛跳牆,9
事情,9
海鮮粥,9
海參崴,9
船長,9
中華,9
身體,9
英雄,9
宇宙,9
韓國人,9
人海戰術,9
戰力,9
台男,9
滄海,9
海地,9
工作,9
作者,9
海鮮味,9
海象,9
蛋,9
內海,9
國中,9
海狗,9
海拋,9
中,9
果實,9
一,9
韓,9
市鎮,9
神作,9
美國人,9
內褲,9
爭議,9
東吳,9
蘿莉,9
基地,8
海悅,8
企業,8
牛,8
全球,8
女朋友,8
交通,8
海怪,8
核,8
傳說,8
臺海,8
教授,8
樹,8
姆咪,8
城,8
大,8
台語,8
波羅的海,8
豆漿,8
學長,8
原因,8
石,8
白海豚,8
移民,8
年輕人,8
金錢豹,8
票,8
光,8
三軍,8
賭聖,8
意外,8
宜蘭,8
國小,8
娜美,8
梗,8
電視,8
同時,8
實力,8
潮,8
新田惠海,8
哥,8
彰化,8
有錢人,8
民眾,8
空,8
屁事,8
外國,8
女人,8
書,8
嘉義,8
長榮,8
幻海,8
笑話,8
牆,8
眼睛,8
巨人,8
珠海,8
沙灘,8
大橋,8
機器人,8
中心,8
光隆,8
對岸,8
心情,8
海牙,8
薪水,8
深海魚,8
波浪,8
浪,8
潛艇,8
印尼,8
兄弟,8
先生,7
氣候,7
四川,7
物價,7
鬼,7
屏東,7
雲林,7
歷史,7
早上,7
記者,7
加勒比海,7
生活,7
建築,7
新竹,7
民主,7
薪資,7
金門,7
青眼,7
奇緣,7
航空母艦,7
公路,7
嬸嬸,7
藍天,7
陽光,7
水母,7
水餃,7
火車站,7
天海祐希,7
標準,7
眼,7
陸地,7
節目,7
白痴,7
雨,7
身,7
大便,7
稽查員,7
茶,7
貿易,7
環保,7
團體,7
飯店,7
甲甲,7
別墅,7
英文,7
經驗,7
比賽,7
劉海,7
腳踏車,7
單位,7
漁民,7
月薪,7
系統,7
強國,7
專家,7
糞作,7
文組,7
釣魚台,7
後代,7
巔峰,7
海頓,7
戰場,7
印象,7
關西,7
王者,7
蟑螂,7
活動,7
國民,7
爸爸,7
坦克,7
方式,7
華僑,7
航空,7
冬,7
七龍珠,7
太平島,7
主權,7
女森,7
海底撈,7
海科館,7
台北人,7
現場,7
麵包,7
維尼,7
行李,6
刀,6
火海,6
長輩,6
阿茲海默,6
老爸,6
演藝圈,6
海砂,6
花東,6
家人,6
成龍,6
音樂,6
摩西,6
屁股,6
海葬,6
北極熊,6
山珍海味,6
政治,6
女兒,6
一般人,6
領土,6
屍體,6
鄰居,6
飯,6
肉粽,6
德,6
警察,6
印度,6
生意,6
粽,6
肚子,6
黑人,6
海南隊,6
海鮮丼,6
料,6
那時,6
大阪,6
股價,6
雷屁,6
積蓄,6
巴拿馬,6
公車,6
地獄,6
石頭,6
海貓,6
明星,6
小說,6
學弟,6
黑暗,6
人才,6
意義,6
粉絲,6
河,6
藍海,6
中國海,6
沛納海,6
花海,6
法,6
廢料,6
冬天,6
母豬,6
海洋法,6
馬英九,6
秋海棠,6
卡,6
街亭,6
拉麵,6
特區,6
去年,6
成員,6
心態,6
省,6
記憶,6
勢力,6
泰國,6
對手,6
軍人,6
冷氣,6
海明威,6
志願役,6
房價,6
淡江,6
心靈,6
台鐵,6
旗津,6
企鵝,6
辣椒,6
大戰,6
夏普,6
蝦子,6
安海瑟威,6
假日,6
都市,6
貓貓,6
海大富,6
咖哩,6
海蟑螂,6
海盒子,6
天海,6
城隍廟,6
熊,6
颱風天,6
動作,6
青海,6
海蔘,6
珍珠,6
隔壁,6
海燕,6
子瑜,6
貢寮,6
死神,6
航海家,6
警報,6
電廠,6
海面,6
官員,6
海蘭察,6
麥當勞,5
銀行,5
石之海,5
教育,5
臺北,5
原理,5
職業,5
米國,5
風向,5
事實,5
機票,5
方向,5
鄉下,5
大東海,5
廢物,5
文,5
艦艇,5
禮拜,5
山豬,5
梨花,5
山海關,5
宮崎駿,5
碗,5
議題,5
邊緣,5
寶,5
大賽,5
神尼,5
文章,5
龍王,5
臺灣海峽,5
白龍,5
天空,5
魔獸,5
林口,5
師傅,5
電信,5
核電廠,5
半夜,5
概念,5
天堂,5
賭俠,5
素質,5
沙鹿,5
食物,5
關鍵,5
影響,5
閻王,5
靜宜,5
哥吉拉,5
遊戲王,5
錯,5
北海道人,5
地位,5
艦長,5
平常,5
人間,5
背景,5
冰山,5
大餐,5
福州,5
軍種,5
居民,5
核電,5
下場,5
筆電,5
門,5
夜,5
海芋,5
雲海,5
嘴巴,5
英,5
奶,5
冠軍,5
西班牙,5
海口,5
馬里亞納,5
倍,5
纜線,5
蛙人,5
郭董,5
月老,5
大立光,5
狂風,5
天龍人,5
品質,5
海拉,5
山脈,5
泳衣,5
章魚,5
地鐵,5
人物,5
天涯海角,5
神兵,5
先知,5
上將,5
東港,5
海選,5
星海二,5
左營,5
地區,5
戰艦,5
病,5
中資,5
雷,5
九州,5
豆腐,5
料理,5
將軍,5
裘海正,5
衣服,5
辣妹,5
科系,5
軍隊,5
星際,5
安檢,5
差距,5
臺中,5
黃金,5
國片,5
本體,5
日子,5
忍者,5
生態,5
涼山,5
民國,5
西海岸,5
冰毒,5
董事長,5
球,5
人民,5
景點,5
菁英,5
縣,5
寶石,5
體能,5
樣,5
偶像,5
郵輪,5
鱈魚,5
毛,5
效果,5
東大,5
青年,5
海德堡,5
大師,5
蟹,5
港口,5
胡家瑋,5
周杰倫,5
貓,5
阿共,5
自衛隊,5
法院,5
門口,5
皇,5
運動,5
海祭,5
皮,5
海波浪,5
便當,5
鬼岩城,5
大媽,5
星球,5
東華,5
北海道篇,5
重點,5
蛙兵,5
火車,5
資產,5
速度,5
署長室,5
大樓,4
海島型,4
運氣,4
機器,4
遺跡,4
腦子,4
戰果,4
日記,4
大學生,4
中途島,4
標題,4
尾,4
核武,4
桃,4
雲,4
行程,4
海量,4
移民官,4
演員,4
盒子,4
菜市場,4
鏡子,4
高潮,4
滷肉飯,4
海德格,4
死海,4
方面,4
可能,4
索馬利亞,4
明朝,4
魚蝦,4
技能,4
八寶,4
包子,4
干貝,4
蝦,4
之後,4
價錢,4
建設,4
遠洋,4
羊,4
海底雞,4
點,4
海山醬,4
星期,4
虐,4
小,4
習俗,4
差異,4
雞,4
死,4
北極海,4
槍,4
出口,4
工具人,4
待遇,4
權力,4
王下,4
討海人,4
海豬肉,4
高海,4
遊俠海,4
反派,4
美人魚,4
方法,4
賭神,4
歌聲,4
魅力,4
海盒,4
性,4
台鹽,4
哥哥,4
達爾,4
德國人,4
身家,4
漢人,4
下午,4
地理,4
貼紙,4
價格,4
手速,4
內容,4
海蜇皮,4
季節,4
季,4
海砂屋,4
像,4
遠方,4
陰霾,4
伍佰,4
學妹,4
台灣省,4
青桃,4
老大,4
乳牛,4
白癡,4
淚,4
阿桃,4
甜心,4
派出所,4
髮型,4
中和,4
廈門,4
樓,4
收入,4
男友,4
海防,4
夥伴,4
計畫,4
暑假,4
代,4
香,4
咖啡,4
保鑣,4
鋼琴師,4
鄉鎮,4
長官,4
身世,4
大軍,4
蒙古,4
大七,4
個性,4
公式,4
高雄人,4
柯,4
炸彈,4
小海女,4
戰神,4
高中生,4
海牛,4
海猴,4
早期,4
電,4
敵人,4
伊拉克,4
他國,4
語錄,4
財,4
民視,4
誠意,4
組織,4
殺手,4
中學,4
博士,4
領域,4
鮮奶,4
酒駕,4
鍵盤,4
海電,4
海權,4
尾田,4
竹圍,4
人體,4
台中市,4
外地,4
肌肉,4
戰機,4
設計,4
力,4
情況,4
可能性,4
法官,4
太陽,4
產業,4
土豪哥,4
租界,4
海科大,4
隊長,4
海自,4
歌手,4
業者,4
市長,4
兒子,4
事業,4
南海道,4
今夜,4
土地,4
1937年,4
新幹線,4
模式,4
安平,4
尾牙,4
學歷,4
港,4
戲,4
牛肉麵,4
牛肉,4
女性,4
海鰻,4
義大利,4
古堡,4
中士,4
台積,4
沿岸,4
馬糞,4
身材,4
效應,4
壓力,4
店員,4
鼎泰豐,4
娃娃,4
早發性,4
戈巴契夫,4
實戰,4
瀨戶內海,4
板橋,4
澳門,4
海華,4
地中海禿,4
緯度,4
陳海茵,4
蔡,4
裝備,4
少將,4
日本海,4
競爭,4
村,4
海梨,4
海事,4
城牆,4
首都,4
天龍,4
海狸,4
台科,4
風箏,4
海之霸,4
景色,4
古巴,4
導演,4
陸海空,4
茂野,4
柯南,4
奧運,4
海星星,4
屋頂,4
親戚,4
大江大海,4
香絲,4
風景,4
錯覺,4
家族,4
屍速,4
雕像,4
金馬,4
父母,4
國防,4
功力,4
出海口,4
七,4
麻將,4
空姐,4
潛艦,4
男孩,4
高手,4
塑膠,4
艦,4
雄三,4
司令部,4
神盾艦,4
東北,4
古代,4
荷蘭,4
航線,4
中美,4
情勢,4
三星,4
青木原,4
豪宅,4
傑克,4
音樂祭,4
板塊,4
信,4
酒店,4
工資,4
宏達電,4
蟲,4
祖國,4
輩子,4
環境,4
天使,4
巨蛋,4
成本,4
交大,4
八卦板,4
團隊,4
海扁,4
屎海戀,4
信長,4
工業,4
魯海,4
北科,4
集,4
距離,4
伏筆,4
軍演,4
瀏海機,4
海苔醬,4
頂上,4
陽明,4
史,4
在地人,4
黑幫,4
水泥,4
王將,4
同事,4
豬瘟,4
中央山脈,4
海水魚,4
妙禪,4
夜神月,4
企鵝妹,4
門票,4
玻璃,4
心靈海,4
生駒里奈,4
大魚海棠,3
李海,3
人權,3
殖民地,3
功能,3
邊緣人,3
師,3
海內外,3
黃海,3
國中生,3
海街,3
臺灣人,3
貴婦,3
省份,3
人心,3
儀隊,3
弟弟,3
屁眼,3
大陸人,3
鍋,3
人潮,3
奶茶,3
高,3
司機,3
標哥,3
範圍,3
老二,3
五月天,3
情歌,3
運費,3
同志,3
福隆,3
義大利麵,3
蘇花,3
台啤,3
鎮,3
彎,3
鹽,3
簽名檔,3
痛風,3
阿法狗,3
烏賊,3
體,3
自由,3
海潮,3
江湖,3
軍,3
戰鬥群,3
肉鬆,3
水溫,3
人渣,3
列強,3
子,3
自家,3
海味,3
皮膚,3
興趣,3
船員,3
春節,3
手遊,3
戰略,3
賭,3
電視台,3
祕密,3
新垣結衣,3
耳機,3
四海幫,3
官兵,3
台灣海,3
蕾雅卡,3
宮廟,3
看法,3
回憶,3
貓咪,3
庫頁島,3
夜市,3
修特羅海姆,3
曼徹斯特,3
正義,3
魔人,3
賽車,3
盒盒,3
期間,3
貨,3
貨運,3
北宜,3
高海拔,3
妓女,3
納粹,3
筆,3
吳海文,3
粽子,3
新娘,3
名校,3
科大,3
郭,3
上海話,3
小蘿莉,3
上海市,3
漁網,3
偽物,3
海盒盒,3
海豚肉,3
棺材,3
站,3
甲,3
倫敦,3
社子島,3
宅宅,3
炒麵,3
花枝,3
勝算,3
上,3
交情,3
菜瓜布,3
東森,3
俄,3
刑警,3
人氣,3
知名度,3
吳敦義,3
民族,3
愛河,3
美食,3
時,3
電話,3
烏龍,3
廣州,3
寧波,3
洞,3
朴海英,3
星海一,3
海市蜃樓,3
保證,3
絲路,3
新訓,3
支那人,3
彌海沙,3
醋,3
悲劇,3
種類,3
大陸型,3
案,3
成大,3
三立,3
協議,3
海警,3
理由,3
姐姐,3
天王,3
阿海,3
上校,3
問卦,3
條件,3
特洛伊,3
商人,3
大王,3
行為,3
原住民,3
蚊子,3
劍,3
科學,3
台商,3
海盜王,3
大葉,3
魚類,3
巴士,3
官方,3
靈魂,3
優勢,3
笨蛋,3
位置,3
律師,3
一生,3
新海橋,3
記錄器,3
雷達,3
現代,3
海南省,3
海南人,3
總裁,3
現金,3
日劇,3
游龍,3
怪獸,3
隊,3
屁孩,3
鮭魚,3
中壢,3
狗狗,3
恐懼症,3
車站,3
航海士,3
指標,3
支付寶,3
自來水,3
軟體,3
2008年,3
小七,3
鳥,3
姊姊,3
人士,3
腳,3
魚人,3
車子,3
系,3
士兵,3
轉機,3
驚點,3
說法,3
賺頭,3
花,3
海歸,3
賽事,3
股利,3
馬子,3
意識,3
阿嬤,3
阿公,3
反應,3
監獄,3
寫真,3
汙染,3
海伍德,3
女裝,3
深度,3
法國人,3
夕陽,3
紐約,3
空污,3
婚禮,3
基本,3
以色列,3
治安,3
近年,3
屎,3
海原雄山,3
五哥,3
馬尾,3
丼飯,3
今晚,3
威,3
波賽頓,3
界,3
海葡萄,3
生煎包,3
東海村,3
柯粉,3
杜月笙,3
梅花,3
鳴人,3
公公,3
森,3
通道,3
海釣場,3
廠商,3
奇觀,3
內戰,3
公主,3
永和,3
會,3
橘子,3
港女,3
版,3
蘆洲,3
科威特人,3
版本,3
連鎖店,3
日文,3
蝴蝶,3
海票,3
死魚,3
賭盤,3
兇手,3
眼神,3
黑海,3
四國,3
利益,3
資工,3
工科,3
海景房,3
鎮瀾宮,3
飛鳥,3
香菇,3
火鍋,3
爺爺,3
中將,3
高山,3
戰士,3
披薩,3
臉書,3
硬碟,3
資料,3
米,3
老虎,3
人魚,3
湯包,3
炒飯,3
機,3
街頭,3
眼前,3
股市,3
處女,3
汽車,3
贏家,3
小費,3
種族,3
教練,3
型,3
惡魔,3
口音,3
航道,3
老美,3
壁紙,3
科,3
遊艇,3
寶島,3
科科,3
木馬,3
醬油,3
用,3
品牌,3
策略,3
補習班,3
財團,3
鬼島,3
演唱會,3
麵,3
主播,3
海賊板,3
跑車,3
僧侶,3
數量,3
海鮮湯,3
秋,3
影響力,3
韓國海,3
巴黎,3
友人,3
拼圖,3
教官,3
版圖,3
地層,3
時薪,3
喇叭,3
原味,3
夜景,3
海獺,3
海馬瀨,3
尻槍,3
海藤,3
津輕海峽,3
奶子,3
紀錄,3
三本柱,3
皮卡丘,3
翻譯,3
團,3
保時捷,3
艦艇兵,3
勁戰,3
小叮噹,3
賓拉登,3
裸體,3
誠品,3
水平,3
廁所,3
天龍國,3
醫生,3
兵種,3
海爆,3
局長,3
巴士海峽,3
窩,3
分類,3
喪屍,3
七海千秋,3
中職,3
堡,3
行銷,3
寶貝,3
C,3
室友,3
星,3
聲海,3
第一線,3
髮夾彎,3
水手服,3
山海屯,3
媒體,3
配料,3
新歌,3
門檻,3
海洋館,3
電鐵,3
告白,3
飲料店,3
超商,3
秘密,3
夫,3
船艦,3
弟兄,3
薰衣草,3
膽,3
海公公,3
暴鯉龍,3
大型,3
線上,3
水果,3
宗教,3
海難,3
民風,3
聯合國,3
習大大,3
菲,3
敵,3
命,3
台灣版,3
大西洋,3
淚海,3
菲律賓海,3
年,3
小吃,3
基因,3
課程,3
面,3
電機,3
毒品,3
海參威,3
海口腔,3
鐵,3
墨西哥,3
東海岸,3
紅點,3
歐美,3
外省人,3
骨灰,3
小英,3
颱風假,3
人民幣,3
海獸,3
廟,3
木柵,3
動物園,3
森林,3
姑娘,3
巨乳,3
軍官,3
地心,3
陸戰,3
愛情,3
工業區,3
橋,3
雞排,3
滷味,3
國旗,3
蟹堡,3
綠島,3
記者會,3
事務,3
挑戰,3
非洲,3
明年,3
龍蝦,3
鮑,3
頻道,3
帽子,3
初音,3
限期,3
海莉,3
岸,3
清,3
比例,3
台北市,3
房地產,3
平價,3
山盟海誓,3
禮物,3
觀光客,3
八仙,3
苗栗,3
風電,3
潮流,3
網站,3
青天,3
成吉思汗,3
海濱,3
白星,3
鞋,3
市,3
市集,3
海樓,3
濱海公路,3
垃圾兵,3
人口,3
性慾,3
南投,3
機海,3
白鬍子,3
規格,3
肉品,3
火,3
壽司,3
台巴子,3
海港城,3
需求,3
吳寶春,3
海爾,3
旅客,3
教室,3
自然,3
海康威視,3
海王,3
海邊路,3
客家人,3
腦袋,3
籃球,3
海帶芽,3
委員會,3
曼谷,3
東海道,3
阿峰,3
朔月海,3
特勤,3
中文,3
經理,3
海力士,3
菸,3
海蔘威,3
昆布,3
乃木坂,3
天堂路,3
蛋白,3
娘,2
常態,2
生魚片,2
飲料,2
古柯鹼,2
眉村,2
戴,2
額頭,2
單行本,2
完結篇,2
大使館,2
國共,2
大聯盟,2
實彈,2
青萄,2
桃子,2
體積,2
衝突,2
先鋒,2
起薪,2
機關,2
雪地,2
人命,2
目的,2
團費,2
閩南人,2
美洲,2
佛,2
香港人,2
留學生,2
智,2
電子,2
海苔捲,2
飯糰,2
大帝,2
三部曲,2
海苔粉,2
元本山,2
勞動力,2
海豐,2
周,2
低卡,2
董海川,2
西海,2
特色,2
懸賞金,2
喇,2
蘿絲,2
海鴻,2
阿基里斯,2
金,2
金正恩,2
髮,2
國文,2
海腸,2
出海人,2
中年,2
包,2
戰女,2
評價,2
詞,2
爆破隊,2
通訊,2
小美,2
遼寧艦,2
小說家,2
魚翅,2
紅警,2
南寮,2
男子,2
吸引力,2
金屬,2
腥臭,2
自己人,2
河豚,2
屏障,2
聲,2
老兵,2
股東,2
外遇,2
上海男,2
吳,2
主席,2
銷量,2
中午,2
臉皮,2
海亞,2
信仰,2
信義區,2
金庸,2
資訊,2
嘴砲,2
絕招,2
灰姑娘,2
眼淚,2
流星,2
明珠,2
清流,2
鮮肉,2
鏈,2
紅色,2
裕隆,2
百,2
小刀,2
臺南,2
早餐,2
海超人,2
蛤蜊,2
護士,2
田,2
古城,2
觀音山,2
奧馬哈,2
籠子,2
清水,2
陣,2
晶片,2
市容,2
科學家,2
步兵,2
牌組,2
化學,2
顏董,2
海流,2
孫文,2
丁國琳,2
剛才,2
X,2
俠,2
正版,2
陸海空軍,2
海空,2
克洛克達爾,2
消息,2
張三,2
低海拔,2
直升機,2
航海圖,2
阿牧,2
帥哥,2
女孩兒,2
桃桃,2
吃法,2
山谷,2
洋腸,2
台灣國,2
材料,2
攝影機,2
蟲族,2
玩家,2
最佳解,2
三井,2
南宋,2
